DATE,CATEGORY,NAME,UNITS,TOTAL_PRICESELL,PROFIT
2016-03-31,Root Vegies,Beetroot,13.040000000000001,38.98960000000001,38.98960000000001
2016-03-31,Sri Lankan Groceries,Drumstick,2.0,36.0,31.56
2016-03-31,Stonefruits,Peaches Yellow,160.104,638.8149599999998,638.8149599999998
2016-03-31,Tomatoes,Tomatoes Truss,73.81600000000003,442.1578399999999,442.1578399999999
2016-03-31,Tropical Fruits,Dragonfruit ,5.034,75.45966,75.45966
2016-03-31,Veggies,Borlotti Beans,5.232,41.80368,29.508480000000006
2016-03-31,capsicum,Capsicum red,75.43400000000001,376.41566,376.41566
2016-03-31,carrots,Carrots ,42.010000000000005,71.417,71.417
2016-04-30,Apples,Apples Fuji,224.61999999999995,896.2338000000001,896.2338000000001
2016-04-30,Asian Vegies,Broccoli Chinese,33.0,59.39999999999999,59.39999999999999
2016-04-30,Avocadoes,Avocado Shepard,101.0,202.0,202.0
2016-04-30,Bananas,Banana Cavendish,933.9640000000007,1858.5883599999993,-9.339640000000012
2016-04-30,Berries,Berries Blueberry,19.0,66.5,66.5
2016-04-30,Bunch Vegies,Celery,149.0,445.51000000000084,445.51000000000084
2016-04-30,Cabbages,Cabbage green,10.0,49.90000000000001,49.90000000000001
2016-04-30,Chillies,chilli yellow long,40.860000000000014,286.0199999999999,163.44000000000005
2016-04-30,Citrus,Lemon,399.0,1193.010000000002,1193.010000000002
2016-04-30,Cucumbers,Cucumber Lebanese,118.16,589.6183999999997,589.6183999999997
2016-04-30,Cut Fruits,Mangosteen,10.0,170.0,170.0
2016-04-30,Cut Veggies,cabbage half,65.0,195.0,195.0
2016-04-30,Eggs,eggs 800g,89.0,338.20000000000044,89.0
2016-04-30,Flowers,Bunch Roses,16.0,144.0,16.0
2016-04-30,Fruits,Figs 370g pak,9.0,36.0,9.0
2016-04-30,Grapes,Grapes black,303.91400000000004,1212.6168599999996,1212.6168599999996
2016-04-30,Groceries-Dry Goods,Monsoon Basmathi 5kg,8.0,79.92,79.92
2016-04-30,Herbs,Dill,65.0,195.0,195.0
2016-04-30,Kalamata olives,Virgin Olive oil 4Lt,4.0,159.96,21.960000000000008
2016-04-30,Lettuces,Lettuce Iceberg,240.0,600.0,600.0
2016-04-30,Melons,Rockmelon,142.0,255.60000000000053,255.60000000000053
2016-04-30,Multi buy,kiwifruit multibuy 5 for $2,59.0,118.0,94.98999999999998
2016-04-30,Mushrooms,Mushroom Cup,53.72199999999999,482.9607800000001,214.3507800000001
2016-04-30,Nuts,Cannellini Beans 1Kg,14.0,76.86,18.059999999999995
2016-04-30,Olympian Products,Sweetloaf,74.0,355.2000000000005,77.69999999999989
2016-04-30,Onions,Onion brown,108.76199999999997,216.43638000000016,216.43638000000016
2016-04-30,Other Fruits,Quinces,49.0,244.51000000000005,239.61
2016-04-30,Other Vegies,Eggplant,152.266,1064.3393400000002,1064.3393400000002
2016-04-30,Pears,Pears brown bosc,43.99000000000001,131.97,131.97
2016-04-30,Potatoes,Potato washed,146.738,438.74662000000006,438.74662000000006
2016-04-30,Pumpkins,Pumpkin Japanese/Kent,182.67999999999995,363.53319999999985,363.53319999999985
2016-04-30,Root Vegies,Beetroot,24.10600000000001,72.07694,72.07694
2016-04-30,Sri Lankan Groceries,Fish curry Mix La,4.0,19.96,7.56
2016-04-30,Stonefruits,Peaches Yellow,121.98399999999997,486.71615999999983,486.71615999999983
2016-04-30,Tomatoes,Field Tomatoes,468.7079999999992,1401.4369200000012,651.5041200000001
2016-04-30,Tropical Fruits,Papaya Red,39.292,196.46,196.46
2016-04-30,Veggies,Borlotti Beans,3.182,25.424180000000003,17.94648
2016-04-30,capsicum,Capsicum green,56.40799999999999,281.4759199999999,281.4759199999999
2016-04-30,carrots,Carrots ,79.76400000000001,135.5988,135.5988
2016-04-30,coconut Products,Brinjal Pickle 400g,7.0,36.4,8.75
2016-05-31,Apples,Apples Fuji,277.03999999999996,1105.3896000000007,1105.3896000000007
2016-05-31,Asian Vegies,Chokoes,41.49999999999999,165.58500000000006,103.33500000000001
2016-05-31,Avocadoes,Avocado Shepard,4.0,8.0,8.0
2016-05-31,Bananas,Bananas Ladyfinger,9.158000000000001,43.9584,2.7473999999999985
2016-05-31,Berries,Berries Raspberry,21.0,73.5,73.5
2016-05-31,Bunch Vegies,Celery,202.0,603.9800000000014,603.9800000000014
2016-05-31,Cabbages,Cabbage Savoy,17.0,84.83,84.83
2016-05-31,Chillies,Chilli green,4.994000000000001,59.928,59.928
2016-05-31,Citrus,Lemon,368.0,1100.3200000000018,1100.3200000000018
2016-05-31,Cucumbers,Cucumber Lebanese,131.88000000000008,658.0812000000003,658.0812000000003
2016-05-31,Cut Fruits,Rockmelon Half,2.0,2.0,0.0
2016-05-31,Cut Veggies,cabbage half,77.0,231.0,231.0
2016-05-31,Eggs,eggs 800g,74.0,281.2000000000003,74.0
2016-05-31,Fruits,Figs 370g pak,14.0,56.0,14.0
2016-05-31,Grapes,Crimson Grapes,173.98199999999997,868.1701799999996,868.1701799999996
2016-05-31,Groceries-Dry Goods,Monsoon Basmathi 5kg,6.0,59.940000000000005,59.940000000000005
2016-05-31,Herbs,Garlic chives,63.0,503.3700000000001,440.3700000000001
2016-05-31,Kalamata olives,Virgin olive oil 1Lt,4.0,51.96,7.96
2016-05-31,Lettuces,Lettuce Iceberg,193.0,482.5,482.5
2016-05-31,Melons,Watermelon seedless,440.4080000000001,656.2079200000004,215.7999200000001
2016-05-31,Multi buy,kiwifruit multibuy 5 for $2,105.0,210.0,169.05000000000032
2016-05-31,Mushrooms,Mushroom Cup,49.580000000000005,445.72420000000034,197.82420000000005
2016-05-31,Nuts,Walnuts in shell,30.012,359.84388000000007,59.723880000000015
2016-05-31,Olympian Products,Sweetloaf,40.0,192.00000000000006,42.0
2016-05-31,Onions,Garlic loose,27.942000000000007,279.4200000000001,279.4200000000001
2016-05-31,Other Fruits,Quinces,76.0,379.24000000000007,371.64000000000004
2016-05-31,Other Vegies,Eggplant,110.7319999999999,774.0166799999997,774.0166799999997
2016-05-31,Pears,Pear Packham,238.39,712.7861,236.00610000000003
2016-05-31,Potatoes,potatoes Red 5kg,72.0,432.0,432.0
2016-05-31,Pumpkins,Pumpkin Butternut,480.0760000000002,955.35124,955.35124
2016-05-31,Root Vegies,Beetroot,25.08,74.98919999999998,74.98919999999998
2016-05-31,Sri Lankan Groceries,Drumstick,1.0,18.0,15.78
2016-05-31,Stonefruits,Plums Angelino,21.778,87.112,43.556
2016-05-31,Tomatoes,Tomatoes Roma,115.93999999999994,578.5406,578.5406
2016-05-31,Tropical Fruits,Pineapple sweet Large,107.0,535.0,321.0
2016-05-31,Veggies,Kalamata Olives,32.988,164.94000000000003,16.494000000000003
2016-05-31,capsicum,Capsicum red,81.624,407.30376000000007,407.30376000000007
2016-05-31,carrots,Carrots ,108.104,183.7768000000001,183.7768000000001
2016-05-31,coconut Products,Premium 5k Pattu,8.0,108.0,23.040000000000013
2016-05-31,trutaste,Almonds Natural 500g,4.0,39.96,8.96
2016-06-30,Apples,Apples Fuji,303.11200000000014,1209.4168800000002,1209.4168800000002
2016-06-30,Asian Vegies,Chokoes,45.672,182.23128000000005,113.72328000000003
2016-06-30,Avocadoes,Avocado Small Hass,111.0,277.5,222.0
2016-06-30,Bananas,Bananas Ladyfinger,10.364,49.74720000000001,3.109199999999999
2016-06-30,Berries,Berries Strawberry (medium),14.0,35.0,35.0
2016-06-30,Bunch Vegies,Celery,146.0,436.5400000000008,436.5400000000008
2016-06-30,Cabbages,Cabbage green,44.0,219.56000000000014,219.56000000000014
2016-06-30,Chillies,Chilli green,8.152000000000001,97.82399999999996,97.82399999999996
2016-06-30,Citrus,Lemon,566.24,1693.0576000000033,1693.0576000000033
2016-06-30,Cucumbers,Cucumber Lebanese,123.79199999999999,617.7220800000001,617.7220800000001
2016-06-30,Cut Fruits,Rockmelon Half,1.0,1.0,0.0
2016-06-30,Cut Veggies,cabbage half,74.0,222.0,222.0
2016-06-30,Eggs,eggs 800g,136.0,516.8000000000009,136.0
2016-06-30,Flowers,Bunch Roses,1.0,9.0,1.0
2016-06-30,Grapes,Crimson Grapes,161.56200000000007,806.1943800000003,806.1943800000003
2016-06-30,Groceries-Dry Goods,Monsoon Basmathi 5kg,2.0,19.98,19.98
2016-06-30,Herbs,Garlic chives,42.0,335.58,293.58
2016-06-30,Kalamata olives,Pasta,8.0,40.0,12.0
2016-06-30,Lettuces,Lettuce Iceberg,122.0,305.0,305.0
2016-06-30,Melons,Watermelon seedless,266.809,397.54541,130.73640999999998
2016-06-30,Multi buy,kiwifruit multibuy 5 for $2,73.0,146.0,117.52999999999997
2016-06-30,Mushrooms,Mushroom Cup,42.854000000000006,385.2574600000001,170.98745999999994
2016-06-30,Nuts,Walnuts in shell,38.07999999999999,456.5792,75.77919999999997
2016-06-30,Olympian Products,Sweetloaf,36.0,172.79999999999998,37.80000000000001
2016-06-30,Onions,Garlic loose,24.492000000000004,244.92,244.92
2016-06-30,Other Fruits,Natural Dates 1kg Medjioul,33.0,759.0,709.5
2016-06-30,Other Vegies,Eggplant,121.51999999999995,849.4247999999993,849.4247999999993
2016-06-30,Pastas,Passata 700g,79.0,117.70999999999987,38.70999999999998
2016-06-30,Pears,Pear Packham,243.87999999999994,729.2012000000002,241.44120000000004
2016-06-30,Potatoes,Potato sweet Gold,239.93200000000002,717.3966799999997,717.3966799999997
2016-06-30,Pumpkins,Pumpkin Japanese/Kent,295.68800000000005,588.4191199999999,588.4191199999999
2016-06-30,Root Vegies,Parsnip,20.820000000000004,104.10000000000002,104.10000000000002
2016-06-30,Sri Lankan Groceries,1Lt Coconut Oil Ver,1.0,14.0,14.0
2016-06-30,Stonefruits,peaches white,7.896,27.636,27.636
2016-06-30,Tomatoes,Tomatoes Roma,105.32,525.5467999999998,525.5467999999998
2016-06-30,Tropical Fruits,Pineapple sweet Large,210.0,1050.0,630.0
2016-06-30,Veggies,Beans Snake,8.08,72.6392,40.319199999999995
2016-06-30,capsicum,Capsicum red,115.21399999999994,574.9178599999998,574.9178599999998
2016-06-30,carrots,Carrots ,120.39000000000003,204.663,204.663
2016-06-30,coconut Products,Desiccated Low Fat 400g,6.0,10.739999999999998,3.0599999999999996
2016-06-30,trutaste,Peanuts R & Salted 500g,10.0,45.363636363636395,16.3636363636364
2016-07-31,Apples,Apples Fuji,206.78999999999994,825.0920999999998,825.0920999999998
2016-07-31,Asian Vegies,Radish white ,60.16999999999999,179.9083,179.9083
2016-07-31,Avocadoes,Avocado Small Hass,19.0,47.5,38.0
2016-07-31,Bananas,Banana Cavendish,1552.3179999999968,3089.112819999995,-15.523180000000028
2016-07-31,Berries,Berries Strawberry (large),64.0,243.20000000000013,30.079999999999984
2016-07-31,Bunch Vegies,Celery,259.0,774.4100000000017,774.4100000000017
2016-07-31,Cabbages,Cabbage green,43.0,214.57000000000014,214.57000000000014
2016-07-31,Chillies,Chilli red,6.804,170.10000000000002,170.10000000000002
2016-07-31,Citrus,Orange navel,599.9089999999998,1793.727909999999,1793.727909999999
2016-07-31,Cucumbers,Cucumber Lebanese,111.91600000000003,558.4608399999998,558.4608399999998
2016-07-31,Cut Fruits,Rockmelon Half,1.0,1.0,0.0
2016-07-31,Cut Veggies,cabbage half,89.0,267.0,267.0
2016-07-31,Eggs,eggs 800g,96.0,364.8000000000005,96.0
2016-07-31,Flowers,Bunch Roses,5.0,45.0,5.0
2016-07-31,Grapes,Crimson Grapes,172.52199999999996,860.88478,860.88478
2016-07-31,Groceries-Dry Goods,Sanremo eggnoodless 1kg,20.0,70.0,24.80000000000001
2016-07-31,Herbs,Coriander,169.0,336.3100000000005,336.3100000000005
2016-07-31,Kalamata olives,Virgin Olive oil 4Lt,5.0,199.95000000000002,27.45000000000001
2016-07-31,Lettuces,Lettuce Iceberg,190.0,475.0,475.0
2016-07-31,Melons,Watermelon seedless,360.7770000000001,537.5577300000004,176.78072999999998
2016-07-31,Multi buy,Avocado Hass 2 for $4.50,75.0,337.5,337.5
2016-07-31,Mushrooms,Mushroom Cup,43.862,394.3193800000002,175.00938000000008
2016-07-31,Nuts,Walnuts in shell,36.29799999999999,435.21302000000003,72.23301999999998
2016-07-31,Olympian Products,Sweetloaf,39.0,187.20000000000007,40.949999999999996
2016-07-31,Onions,Prepacked Chinese Garlic,120.0,420.0,300.0
2016-07-31,Other Fruits,Kiwi fruit Green,130.0,715.0,715.0
2016-07-31,Other Vegies,Eggplant,87.15800000000002,609.2344200000002,609.2344200000002
2016-07-31,Pastas,Passata 700g,75.0,111.74999999999991,36.74999999999997
2016-07-31,Pears,Pears brown bosc,185.11199999999994,555.336,555.336
2016-07-31,Potatoes,potatoes Red 5kg,79.0,474.0,474.0
2016-07-31,Pumpkins,Pumpkin Butternut,372.31199999999995,740.90088,740.90088
2016-07-31,Root Vegies,Parsnip,26.736,133.68000000000004,133.68000000000004
2016-07-31,Sri Lankan Groceries,Derana garlic & ginger 350g,4.0,15.8,15.8
2016-07-31,Tomatoes,Tomatoes Roma,102.48200000000006,511.3851800000002,511.3851800000002
2016-07-31,Tropical Fruits,Pineapple sweet Large,198.0,990.0,594.0
2016-07-31,Veggies,Beans Snake,11.388,102.37812000000001,56.82612000000001
2016-07-31,capsicum,Capsicum red,120.16799999999999,599.6383199999999,599.6383199999999
2016-07-31,carrots,Carrots ,149.74600000000004,254.56820000000002,254.56820000000002
2016-07-31,coconut Products,Brinjal Pickle 400g,1.0,5.2,1.25
2016-07-31,trutaste,Walnut Kernels LHP 500g,9.0,89.91,33.21
2016-08-31,Apples,Apples Fuji,261.1439999999998,1041.96456,1041.96456
2016-08-31,Asian Vegies,Radish white ,91.93599999999996,274.88864,274.88864
2016-08-31,Avocadoes,Avocado Small Hass,7.0,17.5,14.0
2016-08-31,Bananas,Bananas Ladyfinger,1.352,6.4895999999999985,0.4055999999999997
2016-08-31,Berries,Berries Strawberry (large),89.0,338.2000000000005,41.82999999999995
2016-08-31,Bunch Vegies,Celery,166.0,496.340000000001,496.340000000001
2016-08-31,Cabbages,Cabbage green,52.0,259.4800000000002,259.4800000000002
2016-08-31,Chillies,chilli yellow long,22.137999999999998,154.966,88.55199999999999
2016-08-31,Citrus,Orange navel,629.1659999999997,1881.206339999998,1881.206339999998
2016-08-31,Cucumbers,Cucumber Lebanese,121.73199999999999,607.4426799999997,607.4426799999997
2016-08-31,Cut Veggies,cabbage half,78.0,234.0,234.0
2016-08-31,Eggs,Eggs 700g,181.0,579.1999999999997,90.5
2016-08-31,Flowers,Bunch Roses,25.0,225.0,25.0
2016-08-31,Grapes,Crimson Grapes,198.37799999999996,989.9062199999998,989.9062199999998
2016-08-31,Groceries-Dry Goods,Sela Basmati 5kg,5.0,75.0,17.5
2016-08-31,Herbs,Coriander,169.0,336.3100000000007,336.3100000000007
2016-08-31,Kalamata olives,Sweet Rusk ,20.0,120.0,20.0
2016-08-31,Lettuces,Lettuce Iceberg,257.0,642.5,642.5
2016-08-31,Melons,Watermelon seedless,476.74299999999994,710.3470700000003,233.60407000000004
2016-08-31,Multi buy,Avocado Hass 2 for $4.50,120.0,540.0,540.0
2016-08-31,Mushrooms,Mushroom Cup,52.912000000000006,475.6788800000003,211.11888000000002
2016-08-31,Nuts,Walnuts in shell,21.465999999999998,257.37734,42.71733999999999
2016-08-31,Olympian Products,Sweetloaf,39.0,187.20000000000007,40.949999999999996
2016-08-31,Onions,Prepacked Chinese Garlic,121.0,423.5,302.5
2016-08-31,Other Fruits,Cherries,31.018000000000004,495.97782000000007,495.97782000000007
2016-08-31,Other Vegies,Eggplant,95.39400000000002,666.8040599999996,666.8040599999996
2016-08-31,Pastas,Passata 700g,82.0,122.1799999999999,40.179999999999986
2016-08-31,Pears,Pear Packham,260.04400000000004,777.5315599999999,257.44356000000016
2016-08-31,Potatoes,potatoes Red 5kg,114.0,684.0,684.0
2016-08-31,Pumpkins,Pumpkin Japanese/Kent,359.3959999999999,715.1980399999993,715.1980399999993
2016-08-31,Root Vegies,Parsnip,29.632000000000012,148.15999999999997,148.15999999999997
2016-08-31,Sri Lankan Groceries,Richmi Mora Dried Fish 150g,9.0,67.5,23.400000000000002
2016-08-31,Tomatoes,Field Tomatoes,449.764,1344.7943600000003,625.17196
2016-08-31,Tropical Fruits,Pineapple sweet Large,113.0,565.0,339.0
2016-08-31,Veggies,Jerusalem Artichokes,3.9160000000000004,19.54084,19.54084
2016-08-31,capsicum,Capsicum red,134.50400000000008,671.1749600000003,671.1749600000003
2016-08-31,carrots,Carrots ,132.47699999999992,225.21089999999998,225.21089999999998
2016-08-31,coconut Products,Premium 5k Pattu,1.0,13.5,2.8800000000000012
2016-08-31,trutaste,Walnut Kernels LHP 500g,9.0,89.91,33.21
2016-09-30,Apples,Apples Fuji,194.59600000000006,776.43804,776.43804
2016-09-30,Asian Vegies,Radish white ,57.853999999999985,172.98346,172.98346
2016-09-30,Avocadoes,Avocado Hass Large,70.0,175.0,70.0
2016-09-30,Bananas,Banana Cavendish,1423.7360000000024,2833.234639999999,-14.237360000000006
2016-09-30,Berries,Berries Blueberry,41.0,143.5,143.5
2016-09-30,Bunch Vegies,Spinach Bunch,116.0,348.0,348.0
2016-09-30,Cabbages,Cabbage green,44.0,219.56000000000012,219.56000000000012
2016-09-30,Chillies,Chilli green,5.956,71.47200000000001,71.47200000000001
2016-09-30,Citrus,Orange navel,547.6220000000001,1637.3897799999997,1637.3897799999997
2016-09-30,Cucumbers,Cucumber Lebanese,99.91600000000004,498.5808399999999,498.5808399999999
2016-09-30,Cut Fruits,Rockmelon Half,5.0,5.0,0.0
2016-09-30,Cut Veggies,Celery half,144.0,273.6000000000003,273.6000000000003
2016-09-30,Eggs,eggs 800g,89.0,338.20000000000044,89.0
2016-09-30,Flowers,Bunch Roses,16.0,144.0,16.0
2016-09-30,Fruits,Kensington Pride Mango,63.0,126.0,126.0
2016-09-30,Grapes,Grapes black,153.786,613.6061400000001,613.6061400000001
2016-09-30,Groceries-Dry Goods,Magi coconut Powder 1kg,7.0,104.92999999999999,25.830000000000002
2016-09-30,Herbs,Coriander,150.0,298.50000000000057,298.50000000000057
2016-09-30,Kalamata olives,Virgin Olive oil 4Lt,4.0,159.96,21.960000000000008
2016-09-30,Lettuces,Lettuce Iceberg,233.0,582.5,582.5
2016-09-30,Melons,Watermelon seedless,586.47,873.8402999999996,287.37029999999993
2016-09-30,Multi buy,Avocado Hass 2 for $4.50,185.0,832.5,832.5
2016-09-30,Mushrooms,Mushroom Cup,46.10599999999995,414.4929400000002,183.96294000000003
2016-09-30,Nuts,Walnuts in shell,21.140000000000004,253.46859999999992,42.068599999999996
2016-09-30,Olympian Products,Sweetloaf,30.0,144.0,31.500000000000007
2016-09-30,Onions,Prepacked Chinese Garlic,132.0,462.0,330.0
2016-09-30,Other Fruits,kiwi fruit Gold ,251.0,451.8000000000002,326.30000000000007
2016-09-30,Other Vegies,Eggplant,77.95999999999998,544.9404000000001,544.9404000000001
2016-09-30,Pastas,Passata 700g,62.0,92.37999999999992,30.379999999999974
2016-09-30,Pears,Pear Packham,264.4619999999998,790.74138,261.8173800000002
2016-09-30,Potatoes,potatoes Red 5kg,87.0,522.0,522.0
2016-09-30,Pumpkins,Pumpkin Japanese/Kent,259.6459999999999,516.6955399999997,516.6955399999997
2016-09-30,Root Vegies,Celeriac,22.0,132.0,132.0
2016-09-30,Sri Lankan Groceries,Masoor Dhal 1Kg,13.0,58.37000000000002,16.120000000000005
2016-09-30,Tomatoes,Field Tomatoes,379.794,1135.5840600000001,527.9136599999998
2016-09-30,Tropical Fruits,Pineapple sweet Large,217.0,1085.0,651.0
2016-09-30,Veggies,Beans Snake,7.852000000000001,70.58948,39.18148000000001
2016-09-30,capsicum,Capsicum red,112.7380000000001,562.5626200000002,562.5626200000002
2016-09-30,carrots,Carrots ,98.48800000000003,167.42959999999997,167.42959999999997
2016-09-30,coconut Products,Premium 5k Pattu,2.0,27.0,5.7600000000000025
2016-09-30,markdown bag,Mark down Bag ***,40.0,40.0,40.0
2016-09-30,trutaste,Walnut Kernels LHP 500g,7.0,69.93,25.830000000000002
2016-10-31,Apples,Apples Pink Lady,361.04200000000003,1079.5155800000005,1079.5155800000005
2016-10-31,Asian Vegies,Radish white ,51.808,154.90591999999998,154.90591999999998
2016-10-31,Avocadoes,Avocado Hass Large,167.0,417.5,167.0
2016-10-31,Bananas,Bananas Ladyfinger,8.124,38.9952,2.4371999999999985
2016-10-31,Berries,Berries Strawberry (medium),345.0,862.5,862.5
2016-10-31,Bunch Vegies,Celery,135.0,403.6500000000008,403.6500000000008
2016-10-31,Cabbages,Cabbage Drumhead small,65.0,97.5,97.5
2016-10-31,Chillies,Chilli green,10.341999999999995,124.10400000000003,124.10400000000003
2016-10-31,Citrus,Orange navel,336.772,1006.9482800000003,1006.9482800000003
2016-10-31,Cucumbers,Cucumber Lebanese,142.23000000000008,709.7276999999993,709.7276999999993
2016-10-31,Cut Fruits,Rockmelon Half,86.0,86.0,0.0
2016-10-31,Cut Veggies,cabbage half,86.0,258.0,258.0
2016-10-31,Eggs,eggs 800g,87.0,330.6000000000004,87.0
2016-10-31,Flowers,Bunch Roses,2.0,18.0,2.0
2016-10-31,Fruits,Kensington Pride Mangoes large,41.0,123.0,123.0
2016-10-31,Grapes,Grapes black,180.80800000000008,721.4239200000002,721.4239200000002
2016-10-31,Groceries-Dry Goods,Red split Lentils 1kg Pattu,11.0,38.5,19.25
2016-10-31,Herbs,Coriander,139.0,276.6100000000005,276.6100000000005
2016-10-31,Kalamata olives,Virgin Olive oil 4Lt,4.0,159.96,21.960000000000008
2016-10-31,Lettuces,Lettuce Iceberg,251.0,627.5,627.5
2016-10-31,Melons,Watermelon seedless,952.6280000000002,1419.4157200000009,466.7877199999999
2016-10-31,Multi buy,kiwifruit multibuy 5 for $2,187.0,374.0,301.0700000000014
2016-10-31,Mushrooms,Mushroom Cup,67.298,605.0090200000001,268.51902
2016-10-31,Nuts,Walnuts in shell,17.702,212.24698,35.226980000000005
2016-10-31,Olympian Products,Sweetloaf,33.0,158.4,34.650000000000006
2016-10-31,Onions,Prepacked Chinese Garlic,123.0,430.5,307.5
2016-10-31,Other Fruits,kiwi fruit Gold ,204.0,367.19999999999993,265.2
2016-10-31,Other Vegies,Eggplant,109.69600000000001,766.7750400000002,766.7750400000002
2016-10-31,Pastas,Passata 700g,52.0,77.47999999999998,25.479999999999993
2016-10-31,Pears,Pear Packham,440.03800000000007,1315.7136199999989,435.63762000000014
2016-10-31,Potatoes,Potato Desiree,167.64600000000002,501.26154,501.26154
2016-10-31,Pumpkins,Pumpkin Japanese/Kent,154.48199999999997,307.4191800000001,307.4191800000001
2016-10-31,Root Vegies,Beetroot,33.416000000000004,99.91384000000001,99.91384000000001
2016-10-31,Sri Lankan Groceries,Renuka coconut Milk PDR 1kg ,4.0,60.0,14.4
2016-10-31,Stonefruits,peaches white,0.7040000000000001,2.4640000000000004,2.4640000000000004
2016-10-31,Tomatoes,Field Tomatoes,653.3480000000014,1953.5105200000003,908.1537200000004
2016-10-31,Tropical Fruits,Pineapple sweet Large,123.0,615.0,369.0
2016-10-31,Veggies,Witlof red,5.0,11.36363636363635,11.36363636363635
2016-10-31,capsicum,Capsicum red,88.19200000000001,440.07807999999966,440.07807999999966
2016-10-31,carrots,Carrots ,103.42999999999999,175.831,175.831
2016-10-31,coconut Products,Premium 5k Pattu,5.0,67.5,14.400000000000006
2016-10-31,markdown bag,Mark down Bag ***,409.0,409.0,409.0
2016-10-31,trutaste,Colavita Olive Oil 500ml,16.0,103.83999999999997,23.84000000000001
2016-11-30,Apples,Apples Royal Gala,268.31199999999995,804.9359999999997,804.9359999999997
2016-11-30,Asian Vegies,Radish white ,80.68200000000002,241.23917999999998,241.23917999999998
2016-11-30,Avocadoes,Avocado Hass Large,21.0,52.5,21.0
2016-11-30,Bananas,Banana Cavendish,1776.308000000001,3534.8529200000007,-17.76308000000003
2016-11-30,Berries,Berries Strawberry (medium),389.0,972.5,972.5
2016-11-30,Bunch Vegies,Celery,138.0,412.62000000000074,412.62000000000074
2016-11-30,Cabbages,Cabbage green,31.0,154.69000000000003,154.69000000000003
2016-11-30,Chillies,Chilli green,9.177999999999999,110.13599999999997,110.13599999999997
2016-11-30,Citrus,Orange navel,335.25400000000013,1002.4094599999995,1002.4094599999995
2016-11-30,Cucumbers,Cucumber Lebanese,166.68199999999993,831.7431800000003,831.7431800000003
2016-11-30,Cut Veggies,cabbage half,85.0,255.0,255.0
2016-11-30,Eggs,eggs 800g,126.0,478.8000000000009,126.0
2016-11-30,Fruits,Kensington Pride Mangoes large,396.0,1188.0,1188.0
2016-11-30,Grapes,Crimson Grapes,110.57800000000003,551.7842199999997,551.7842199999997
2016-11-30,Groceries-Dry Goods,Magi coconut Powder 1kg,9.0,134.91,33.21
2016-11-30,Herbs,Coriander,128.0,254.72000000000043,254.72000000000043
2016-11-30,Kalamata olives,Sweet Rusk ,17.0,102.0,17.0
2016-11-30,Lettuces,Lettuce Iceberg,292.0,730.0,730.0
2016-11-30,Melons,Watermelon seedless,1320.6680000000003,1967.7953199999995,647.1273199999996
2016-11-30,Multi buy,Avocado Hass 2 for $4.50,128.0,576.0,576.0
2016-11-30,Mushrooms,Mushroom Cup,54.02599999999997,485.69374000000045,215.56374000000008
2016-11-30,Nuts,Walnuts in shell,18.894000000000002,226.53905999999992,37.59906000000001
2016-11-30,Olympian Products,Sweetloaf,33.0,158.40000000000003,34.650000000000006
